"Generation","Fitness","Vision","Collision Distance","Min Separation","Max Align Turn","Max Cohere Turn","Max Separate Turn","Move Distance","Tracking Range","Default Turn"
"Generation","Fitness","Vision","Collision Distance","Min Separation","Max Align Turn","Max Cohere Turn","Max Separate Turn","Move Distance","Tracking Range","Default Turn"
10,3.2494444444444444,2,0,1,13,2,16,3,15,1
10,0,13,0,2,1,14,16,4,12,1
10,0,4,0,3,13,6,19,3,0,1
10,0,4,3,4,14,10,19,7,7,1
10,0,7,0,0,13,5,19,7,8,1
10,0,3,0,3,13,5,19,7,8,1
10,2.9691111111111113,4,0,3,14,6,19,4,12,1
10,3.0052222222222227,6,4,6,14,5,20,7,15,1
10,2.809444444444445,4,0,3,13,5,20,3,12,1
10,3.378222222222222,5,4,6,14,2,16,7,15,1
10,0,15,4,7,14,10,7,7,8,1
10,2.6762222222222225,15,3,7,14,10,7,0,15,1
10,2.6478888888888887,15,4,7,14,10,7,7,15,1
10,0,3,3,3,14,2,20,3,0,1
10,3.094555555555556,15,4,7,14,10,8,0,15,1
10,0,2,0,1,13,14,16,4,0,1
10,0,12,4,4,10,9,19,4,0,1
10,0,15,4,0,14,10,4,4,8,1
10,0,5,4,6,14,10,23,7,8,1
10,3.3024444444444443,8,4,7,13,6,12,4,15,1
10,0,4,3,7,14,2,20,7,0,1
10,3.4703333333333335,5,0,6,14,1,8,3,15,1
10,0,1,3,5,14,2,16,7,8,1
10,2.498666666666667,2,0,7,14,1,19,4,12,1
10,3.0468888888888888,5,4,6,14,9,20,7,15,1
10,3.3204444444444445,5,7,6,14,10,24,7,15,1
11,0,2,3,6,13,6,19,4,8,1
11,0,5,0,6,14,1,8,3,0,1
11,3.3123333333333336,6,7,6,13,5,16,4,15,1
11,3.354222222222222,9,4,1,14,2,16,7,15,1
11,2.593888888888889,2,3,2,13,14,19,7,15,1
11,2.685888888888889,5,4,6,14,13,16,4,12,1
11,0,5,0,6,1,1,8,3,15,1
11,0.15000000000000002,8,4,7,6,9,15,4,15,1
11,0,15,4,0,14,2,27,7,0,1
11,3.2315555555555555,15,4,4,14,6,27,7,15,1
11,2.765888888888889,3,0,3,13,5,11,0,12,1
11,2.861333333333333,5,4,2,14,13,15,0,15,1
11,3.1405555555555558,5,3,6,14,5,16,7,15,1
11,0.825,2,7,5,14,6,19,4,11,1
11,2.9477777777777776,4,3,3,14,2,20,3,15,1
11,2.4765555555555556,6,3,7,14,5,8,4,12,1
11,0,1,3,6,1,5,20,7,15,1
11,0,5,4,6,1,9,27,7,15,1
11,2.7816666666666667,5,4,2,13,14,19,3,15,1
11,0.05,15,7,6,10,5,24,7,12,1
11,3.250111111111111,5,3,5,14,10,24,7,15,1
11,2.6492222222222224,6,7,5,14,9,27,3,12,1
11,0,10,3,3,13,5,24,7,8,1
11,1.0750000000000002,6,4,6,13,2,19,3,11,1
11,0.05,8,7,1,13,2,23,7,8,1
11,3.2158888888888892,5,4,4,13,6,12,4,15,1
11,3.2776666666666667,5,0,7,14,2,20,4,15,1
11,2.7247777777777777,8,4,7,13,5,12,4,15,1
11,0.05,13,4,7,13,6,12,4,8,1
11,3.1045555555555553,8,3,6,14,2,16,7,15,1
11,2.384333333333333,7,3,0,14,5,12,0,12,1
11,3.3146666666666667,5,4,6,14,2,16,4,15,1
11,3.1882222222222225,8,7,5,14,10,24,7,15,1
11,3.289777777777778,5,4,7,13,5,8,4,15,1
11,0.65,15,4,7,9,6,12,4,15,1
11,2.8622222222222224,8,4,7,10,13,15,0,15,1
11,3.643222222222222,5,7,6,14,6,31,4,15,1
11,3.291333333333333,15,4,7,13,5,12,4,15,1
11,0.4,5,4,1,9,2,15,7,15,1
11,3.002888888888889,5,0,6,14,10,24,7,15,1
11,0,5,4,5,14,9,20,7,0,1
11,0,5,3,6,14,2,16,7,8,1
11,2.827888888888889,6,0,6,13,14,15,0,12,1
11,2.7765555555555554,5,3,0,14,2,20,4,15,1
11,2.929222222222222,15,4,7,14,10,8,7,15,1
11,2.8393333333333333,5,4,5,14,9,20,3,15,1
11,3.454444444444445,5,4,6,14,2,31,7,15,1
11,2.9043333333333328,15,4,7,14,2,28,0,15,1
11,2.9875555555555557,9,0,6,13,6,11,3,15,1
11,0,15,4,7,14,2,27,4,7,1
12,0,8,3,3,14,1,20,4,3,1
12,3.2186666666666666,4,3,6,14,2,16,7,15,1
12,2.974,7,4,7,13,10,8,0,15,1
12,2.8893333333333335,5,4,2,14,13,15,0,15,1
12,2.9194444444444443,5,4,6,14,2,31,7,15,1
12,3.265,6,7,5,14,6,31,4,15,1
12,0,6,0,6,14,13,24,7,8,1
12,3.258111111111111,15,4,7,14,10,8,4,15,1
12,3.3067777777777776,6,4,7,13,5,11,4,15,1
12,0,15,7,6,1,5,16,4,15,1
12,0.49999999999999994,5,7,6,9,2,31,4,15,1
12,0.07500000000000001,6,7,6,10,5,16,7,12,1
12,0.1,4,3,3,14,2,15,4,8,1
12,3.317444444444445,5,4,6,14,2,20,3,15,1
12,3.232222222222222,10,4,6,13,2,23,4,15,1
12,0,15,7,7,2,5,28,7,12,1
12,2.836666666666667,5,4,6,14,2,31,7,15,1
12,3.1362222222222225,4,4,3,14,2,23,3,12,1
12,2.5234444444444444,5,3,6,13,5,23,7,15,1
12,0.725,15,3,4,14,6,27,7,12,1
12,3.0653333333333337,15,4,4,14,6,27,7,15,1
12,0.22499999999999998,5,4,5,9,10,23,3,12,1
12,2.6357777777777778,6,7,6,14,2,16,0,15,1
12,0.025,9,4,1,13,5,15,3,8,1
12,3.358,5,4,6,14,1,16,4,15,1
12,0,9,4,1,9,10,15,7,8,1
12,2.753111111111111,1,4,6,14,2,31,7,15,1
12,2.996,5,7,6,14,6,31,4,15,1
12,3.2364444444444445,5,4,6,14,5,24,7,15,1
12,3.0728888888888886,5,3,5,14,13,16,7,15,1
12,3.1724444444444444,9,0,6,14,2,16,7,15,1
12,0.65,8,3,1,9,5,16,4,15,1
12,2.410111111111111,9,4,1,14,1,31,0,11,1
12,2.8841111111111113,5,4,6,14,1,31,7,15,1
12,0,6,4,6,1,2,24,7,15,1
12,3.287888888888889,8,4,4,14,2,28,0,15,1
12,3.2078888888888892,5,4,6,14,2,16,4,15,1
12,2.9882222222222223,10,4,5,14,10,24,7,15,1
12,2.418111111111111,5,7,6,14,5,31,4,15,1
12,2.862111111111111,5,7,6,14,6,31,4,15,1
12,2.2,5,7,6,13,14,3,3,15,1
12,0,5,4,6,2,2,16,4,15,1
12,2.5064444444444445,9,4,1,13,2,16,7,15,1
12,0.35,15,4,4,9,1,27,7,15,1
12,2.4327777777777775,5,7,6,14,6,31,3,15,1
12,2.848777777777778,5,0,7,14,2,20,4,15,1
12,2.747,5,3,6,14,2,24,7,15,1
12,0,10,7,6,1,6,31,4,15,1
12,2.958666666666667,12,4,4,14,6,28,0,15,1
12,3.3624444444444443,5,0,6,14,6,16,4,12,1
13,3.279,8,4,4,14,5,11,4,15,1
13,0,1,0,4,1,2,28,0,15,1
13,3.5374444444444446,5,0,6,14,2,20,3,12,1
13,2.791777777777778,5,4,6,14,6,16,4,12,1
13,3.125888888888889,5,3,5,14,13,12,4,15,1
13,0,5,3,7,1,10,11,4,15,1
13,2.5778888888888885,5,4,1,13,5,28,7,15,1
13,0,8,4,4,2,2,11,3,15,1
13,0,5,0,5,14,6,28,0,0,1
13,0.9500000000000001,8,4,4,14,2,23,4,11,1
13,3.123888888888889,2,4,5,14,5,24,7,15,1
13,2.8475555555555556,5,0,6,14,2,16,3,15,1
13,2.672111111111111,8,4,4,14,2,27,0,15,1
13,0,7,4,4,1,9,27,7,15,1
13,2.360222222222222,6,7,6,13,1,3,0,15,1
13,3.4492222222222226,5,4,6,14,2,15,4,15,1
13,2.25,0,4,4,13,6,27,7,15,1
13,0,8,4,4,14,2,28,0,0,1
13,0.125,5,0,1,13,5,16,4,8,1
13,3.5637777777777773,5,3,6,14,2,16,4,15,1
13,2.494666666666667,8,4,0,13,6,24,7,15,1
13,2.629777777777778,5,4,6,14,5,23,0,15,1
13,0.05,10,4,5,14,10,24,3,8,1
13,2.3695555555555554,9,0,1,9,6,16,0,15,1
13,0,5,4,6,1,1,0,4,15,1
13,0.025,5,4,6,14,1,19,4,8,1
13,0,5,0,7,13,5,16,4,0,1
13,0.85,5,4,6,9,2,20,3,15,1
13,0,10,4,6,14,14,23,4,0,1
13,2.4062222222222225,10,4,6,13,2,23,7,15,1
13,0.25,1,4,5,9,5,24,7,15,1
13,2.8413333333333335,5,4,6,14,1,31,7,15,1
13,2.644222222222222,15,4,4,13,13,31,4,15,1
13,0.05,5,4,6,9,2,28,0,8,1
13,0.7250000000000001,6,4,3,9,13,11,4,15,1
13,0,2,3,6,1,2,31,7,15,1
13,2.9325555555555556,4,3,6,14,2,16,4,15,1
13,2.8304444444444443,15,3,4,14,5,8,3,15,1
13,2.7579999999999996,5,4,6,14,2,20,3,11,1
13,2.6246666666666667,5,0,6,14,6,15,4,12,1
13,0.2,6,0,1,9,5,16,4,12,1
13,3.639666666666667,15,4,7,14,5,8,4,15,1
13,2.8975555555555554,4,4,3,14,2,23,3,12,1
13,0,5,4,5,14,2,23,4,0,1
13,3.0034444444444444,10,3,6,14,2,20,4,15,1
13,3.2778888888888886,5,3,6,14,1,16,4,15,1
13,3.538777777777778,5,4,6,14,1,15,7,15,1
13,2.948,5,0,6,14,5,16,4,12,1
13,2.8235555555555556,6,4,7,13,10,11,4,15,1
13,3.265888888888888,6,3,2,14,6,31,4,15,1
14,3.098777777777778,5,3,5,14,13,12,4,15,1
14,2.846888888888889,12,4,4,14,5,7,4,15,1
14,3.227777777777778,5,4,6,14,2,16,4,15,1
14,0.775,5,3,6,14,1,0,3,15,1
14,0.025,10,4,6,14,6,31,4,7,1
14,3.194666666666667,6,3,2,14,1,15,7,15,1
14,0,15,4,5,14,13,12,4,0,1
14,2.766111111111111,5,3,7,14,5,8,4,12,1
14,2.8426666666666667,5,0,6,14,14,8,7,15,1
14,3.2720000000000002,5,4,6,14,6,19,4,15,1
14,1.675,6,4,7,13,2,24,4,12,1
14,2.9016666666666664,5,7,6,13,10,11,4,15,1
14,2.8075555555555556,5,4,0,14,2,27,3,15,1
14,0.15,7,3,6,14,5,11,4,8,1
14,0,6,4,6,14,1,15,7,0,1
14,2.6394444444444445,8,4,0,13,5,24,7,15,1
14,3.392555555555556,2,4,6,14,6,15,7,15,1
14,0,2,4,5,14,10,24,7,7,1
14,3.1874444444444445,4,3,6,14,9,24,7,15,1
14,3.425222222222222,2,4,5,14,2,16,4,15,1
14,1.075,2,0,6,9,1,27,0,12,1
14,2.848111111111111,10,0,6,14,2,20,4,12,1
14,2.939222222222222,5,4,6,14,2,23,7,15,1
14,3.0436666666666667,10,4,5,14,5,24,4,15,1
14,0,10,3,1,14,5,8,4,0,1
14,0.1,15,4,7,14,2,23,4,8,1
14,2.756555555555556,8,4,4,14,2,27,0,12,1
14,3.0184444444444445,5,0,6,14,1,20,4,15,1
14,2.8822222222222225,6,7,7,13,10,15,4,15,1
14,3.381222222222222,5,4,6,14,2,8,4,15,1
14,2.5193333333333334,5,3,1,14,2,16,3,15,1
14,3.5172222222222222,6,4,5,14,13,11,4,15,1
14,3.109222222222222,7,3,7,14,5,11,4,12,1
14,0.6000000000000001,5,3,6,14,1,0,7,15,1
14,2.1999999999999997,6,4,5,13,6,28,7,15,1
14,0,5,7,1,2,6,31,4,15,1
14,2.542555555555556,5,4,5,14,1,15,0,15,1
14,3.141,8,3,4,14,2,11,4,15,1
14,0,2,4,6,6,5,15,7,8,1
14,2.8375555555555554,2,4,6,14,6,31,7,15,1
14,0.05,15,7,7,14,5,8,4,8,1
14,0.025,7,4,3,5,2,20,4,15,1
14,0,5,3,6,1,1,16,4,12,1
14,3.0453333333333337,5,4,6,14,2,15,4,12,1
14,2.9645555555555556,15,4,7,14,5,11,3,15,1
14,2.1999999999999997,0,4,7,14,2,8,7,15,1
14,3.1888888888888887,2,0,6,14,2,27,3,12,1
14,3.3411111111111116,5,3,6,14,2,15,4,15,1
14,3.5490000000000004,11,4,4,14,5,11,4,15,1
14,0,10,0,6,1,2,20,3,12,1
15,0.45,5,4,6,9,2,8,7,15,1
15,0.44999999999999996,5,3,6,9,2,15,7,15,1
15,3.4748888888888887,6,4,6,14,9,16,4,15,1
15,2.5401111111111114,6,3,6,14,2,20,4,15,1
15,0.17500000000000002,5,4,6,14,6,12,3,8,1
15,3.3805555555555555,5,4,5,14,13,11,3,15,1
15,1.3250000000000002,7,3,3,13,5,12,4,12,1
15,2.3,6,4,5,14,9,4,3,12,1
15,2.9206666666666665,8,3,4,14,2,8,7,15,1
15,2.9817777777777783,6,4,6,14,2,11,4,12,1
15,0,6,4,5,14,13,11,4,0,1
15,0.05,5,3,6,13,2,15,4,8,1
15,2.780777777777778,5,3,5,14,13,19,4,15,1
15,3.2644444444444445,6,7,5,14,13,8,4,15,1
15,2.6819999999999995,1,3,5,14,2,8,4,15,1
15,3.4766666666666666,5,4,6,14,13,12,4,12,1
15,2.5882222222222224,10,0,6,14,2,23,4,12,1
15,0.4,2,0,5,9,1,27,4,12,1
15,0.1,7,3,0,9,5,11,4,12,1
15,2.789111111111111,5,3,6,14,2,11,3,15,1
15,2.8952222222222224,5,4,6,14,1,15,4,15,1
15,0,4,3,6,1,10,31,0,12,1
15,3.3630000000000004,12,7,4,14,5,11,3,15,1
15,0,15,3,4,2,2,11,4,0,1
15,0,6,3,1,2,1,8,4,12,1
15,2.5300000000000002,7,3,0,14,5,11,7,15,1
15,3.294,11,4,4,14,5,11,4,15,1
15,3.365,11,4,3,13,5,11,4,15,1
15,0,6,4,7,1,5,11,4,15,1
15,0,15,3,5,14,13,11,4,0,1
15,0,2,0,5,14,13,11,4,0,1
15,0,6,4,5,2,2,27,3,12,1
15,3.6193333333333335,11,4,5,13,5,16,3,15,1
15,0,1,4,4,9,10,11,4,0,1
15,0,2,3,6,6,5,16,4,7,1
15,0.325,5,4,6,9,5,24,3,12,1
15,3.315777777777778,8,3,3,14,2,11,4,15,1
15,0,11,4,3,14,10,4,4,8,1
15,2.651777777777778,2,4,6,14,2,8,4,15,1
15,0,2,0,6,14,2,27,3,3,1
15,3.5374444444444446,10,7,5,14,6,19,7,15,1
15,3.6641111111111107,5,4,6,14,13,16,7,15,1
15,0,5,3,6,9,5,15,7,0,1
15,0.025,6,7,6,14,13,12,4,8,1
15,2.666777777777778,1,4,5,14,13,11,4,15,1
15,2.7837777777777775,11,4,3,14,5,4,4,15,1
15,0,11,4,3,1,6,11,4,15,1
15,2.7384444444444442,2,4,6,14,6,12,7,15,1
15,3.4727777777777775,11,4,4,14,10,11,4,15,1
15,0.675,13,7,5,9,2,16,4,15,1
16,3.2476666666666665,0,3,0,13,10,23,4,15,1
16,0,11,4,5,9,5,11,7,11,1
16,3.226888888888889,4,4,4,14,1,11,4,15,1
16,2.944888888888889,6,7,5,14,13,8,4,15,1
16,2.9246666666666665,6,4,6,14,2,20,3,15,1
16,3.3417777777777777,5,4,6,14,13,16,0,15,1
16,1.35,11,4,2,13,5,12,4,12,1
16,2.8335555555555554,2,7,6,14,13,16,3,15,1
16,0.525,6,4,6,14,13,12,7,12,1
16,3.3597777777777775,2,4,6,14,14,23,4,15,1
16,2.9654444444444445,4,3,3,14,1,11,4,15,1
16,2.9568888888888893,15,4,3,13,5,11,4,15,1
16,0.6,4,4,5,14,13,16,7,12,1
16,2.6173333333333333,10,7,6,13,5,23,3,15,1
16,0,10,7,5,14,6,12,7,0,1
16,0.625,13,0,5,9,2,19,4,15,1
16,2.4354444444444443,4,3,3,13,5,3,3,15,1
16,3.0451111111111113,11,0,4,14,5,8,4,15,1
16,0,8,3,3,1,2,8,7,0,1
16,2.8922222222222222,11,4,6,13,5,19,3,15,1
16,2.989,11,4,5,13,5,11,4,15,1
16,0,5,4,6,14,10,16,3,3,1
16,0,11,7,6,1,9,16,4,15,1
16,2.821777777777778,6,4,5,13,6,16,3,15,1
16,0.05,10,7,6,9,13,16,7,12,1
16,0,2,7,5,14,6,19,7,8,1
16,2.696444444444445,5,4,6,14,10,23,7,15,1
16,0.07500000000000001,5,3,5,14,13,19,4,8,1
16,0,5,4,6,2,1,15,4,8,1
16,2.608444444444445,6,7,5,13,9,4,3,15,1
16,3.1087777777777776,10,7,6,14,6,11,4,15,1
16,2.839888888888889,11,4,7,13,13,28,7,15,1
16,0.2,5,4,1,10,13,4,4,15,1
16,0.025,12,3,4,14,5,12,4,7,1
16,3.3908888888888886,12,7,4,14,9,16,4,15,1
16,2.7036666666666664,6,4,6,14,13,11,7,15,1
16,3.1444444444444444,11,4,2,13,5,16,3,15,1
16,2.1750000000000003,10,7,1,14,6,19,0,15,1
16,0,11,4,5,2,5,16,4,15,1
16,2.7114444444444445,9,4,6,14,9,16,7,15,1
16,0.025,11,4,4,14,10,8,4,8,1
16,3.2616666666666667,10,4,6,14,2,16,7,15,1
16,3.1821111111111113,6,4,6,14,9,16,4,15,1
16,3.2026666666666666,5,4,6,14,13,16,4,15,1
16,0.55,5,4,6,14,2,16,7,12,1
16,3.1567777777777777,12,7,4,14,5,12,3,15,1
16,3.0764444444444443,2,3,6,14,13,16,7,15,1
16,0,11,4,2,14,5,15,4,0,1
16,0.1,9,7,5,14,13,23,3,8,1
16,0.85,11,7,3,10,5,12,4,15,1
17,2.8817777777777778,12,7,4,14,9,15,4,15,1
17,2.275,6,4,6,13,13,23,7,15,1
17,0.22500000000000003,5,4,6,14,2,11,3,8,1
17,2.960111111111111,4,4,4,14,14,23,4,15,1
17,3.307222222222222,4,4,7,14,1,11,4,15,1
17,0.625,7,7,7,9,1,11,4,15,1
17,3.208333333333334,10,4,6,14,2,24,4,15,1
17,0.5,10,4,1,14,2,0,7,15,1
17,3.2885555555555555,5,4,6,14,13,16,7,15,1
17,0,6,3,6,1,14,11,0,15,1
17,0,15,4,3,2,10,11,4,15,1
17,3.303,10,7,6,14,6,19,3,15,1
17,2.8649999999999998,9,4,6,14,2,20,7,15,1
17,2.5198888888888886,10,7,6,14,6,8,3,15,1
17,3.296333333333333,0,3,6,14,1,23,4,15,1
17,0,2,4,0,14,10,27,4,8,1
17,0.35000000000000003,7,3,3,9,1,16,7,15,1
17,2.5856666666666666,5,4,1,14,14,11,7,15,1
17,2.1502222222222223,7,3,3,13,5,3,3,15,1
17,2.7471111111111117,4,0,4,14,1,4,4,15,1
17,3.581555555555556,6,4,4,14,9,16,4,15,1
17,3.433555555555556,12,7,5,13,5,15,3,15,1
17,0,0,3,0,2,10,24,0,15,1
17,0,6,4,6,1,14,23,7,15,1
17,1.9249999999999998,11,4,6,14,10,16,0,8,1
17,2.3952222222222224,5,4,6,13,5,16,3,12,1
17,0.475,6,7,5,9,13,8,4,15,1
17,0,6,7,2,2,9,4,3,15,1
17,3.139333333333333,12,4,2,14,2,20,3,15,1
17,3.3124444444444445,6,4,6,13,10,16,3,15,1
17,3.264333333333333,1,4,6,14,14,23,4,15,1
17,3.166777777777778,1,4,1,14,2,16,4,12,1
17,2.794888888888889,15,7,0,13,13,23,4,15,1
17,3.4571111111111112,0,3,0,14,13,20,4,15,1
17,0,8,4,6,1,2,16,4,15,1
17,3.356444444444444,1,4,4,14,9,16,4,15,1
17,2.356444444444444,11,4,2,13,5,15,0,15,1
17,2.4819999999999998,5,4,6,14,10,16,0,15,1
17,0,15,7,4,14,5,3,3,8,1
17,2.5901111111111117,12,7,3,14,9,23,3,15,1
17,1.0499999999999998,12,7,4,9,10,12,3,15,1
17,2.54,5,0,6,13,14,31,0,15,1
17,2.639777777777778,12,7,4,14,9,16,3,15,1
17,2.5106666666666664,6,7,6,13,13,19,0,15,1
17,3.1706666666666665,2,4,6,14,13,23,4,15,1
17,2.6793333333333336,12,7,4,13,9,19,4,15,1
17,2.9736666666666665,5,4,6,14,2,31,4,15,1
17,3.0593333333333335,12,7,4,14,10,16,4,15,1
17,3.226777777777778,12,7,3,14,9,16,4,15,1
17,3.411222222222222,15,7,4,14,6,16,4,15,1
18,0.24999999999999997,7,0,4,9,1,4,4,15,1
18,2.5725555555555557,15,3,0,14,13,11,4,15,1
18,2.8355555555555556,6,3,6,14,14,23,4,15,1
18,2.4064444444444444,15,3,5,13,1,23,7,15,1
18,0,9,0,4,2,9,15,7,15,1
18,0,3,7,6,14,9,12,3,0,1
18,0.05,6,4,6,13,6,31,3,8,1
18,0.07500000000000001,10,7,6,14,10,15,3,8,1
18,2.455111111111111,12,7,3,14,10,19,3,15,1
18,0.44999999999999996,10,7,5,14,9,23,7,12,1
18,3.0677777777777777,15,3,6,14,1,31,7,15,1
18,2.7657777777777777,1,4,4,14,14,20,4,12,1
18,0,4,3,7,2,9,4,4,8,1
18,2.767888888888889,4,4,7,14,6,27,4,15,1
18,0,5,4,6,14,13,16,7,0,1
18,0,14,4,7,1,6,11,3,15,1
18,3.3154444444444446,11,4,5,14,9,16,4,15,1
18,2.6079999999999997,15,7,4,13,5,15,0,15,1
18,2.941111111111111,9,7,6,14,6,16,4,12,1
18,3.3447777777777774,6,4,4,14,14,19,4,15,1
18,1.05,10,4,6,14,13,19,4,11,1
18,2.956666666666667,2,4,6,13,13,23,0,15,1
18,2.549555555555555,1,4,2,13,2,23,3,15,1
18,0.95,15,4,1,14,2,19,4,11,1
18,0.45,3,7,5,13,5,12,7,12,1
18,2.8772222222222226,1,3,1,14,2,16,4,15,1
18,3.3153333333333337,12,4,4,14,9,16,4,15,1
18,2.811888888888889,1,7,5,13,5,8,4,15,1
18,0,3,3,0,1,13,11,3,15,1
18,0.37500000000000006,11,7,5,10,5,0,3,15,1
18,2.5963333333333334,5,4,2,14,2,23,3,15,1
18,2.9415555555555555,12,4,4,14,9,19,7,15,1
18,3.2214444444444448,15,7,4,14,9,15,4,15,1
18,0,6,4,4,1,6,16,4,15,1
18,2.822777777777778,15,4,6,14,10,7,4,15,1
18,3.5941111111111113,2,3,6,14,1,23,4,15,1
18,3.4142222222222225,1,4,4,14,6,16,4,15,1
18,3.029111111111111,6,4,6,14,10,16,3,12,1
18,0,7,4,0,9,1,8,3,0,1
18,0.9249999999999999,2,4,4,14,10,16,4,11,1
18,0,0,3,0,1,10,4,4,15,1
18,3.0057777777777774,0,3,3,14,13,20,4,15,1
18,0.125,15,7,4,14,6,16,4,8,1
18,2.8858888888888887,0,4,0,14,13,20,3,12,1
18,3.1018888888888885,0,3,0,14,13,20,4,15,1
18,0.15000000000000002,6,4,4,14,9,16,4,8,1
18,0,6,4,4,1,9,16,7,15,1
18,2.8060000000000005,15,7,4,14,6,16,7,15,1
18,3.3583333333333334,0,4,0,14,13,20,4,15,1
18,2.839111111111111,10,0,6,14,6,19,3,15,1
19,0,7,4,0,1,13,16,4,12,1
19,2.4147777777777777,11,3,5,14,10,20,0,12,1
19,2.908,0,3,0,14,13,19,4,12,1
19,2.8821111111111115,6,4,6,13,5,16,3,15,1
19,0.22500000000000003,6,4,6,9,10,16,3,12,1
19,0,6,3,6,14,9,31,3,3,1
19,2.574222222222222,2,4,6,14,2,20,4,12,1
19,0.625,0,3,0,9,13,23,4,15,1
19,0,2,0,6,2,2,20,4,15,1
